name,position,team,year,wlink
Hal Hunter,Offensive Line: Centers/Guards,Pittsburgh Steelers,1988,"https://en.wikipedia.com/wiki/Hal_Hunter_(American_football,_born_1934)"
Jon Kolb,"Special Teams,Offensive Assistant",Pittsburgh Steelers,1988,https://en.wikipedia.com/wiki/Jon_Kolb
Dwain Painter,Receivers,Pittsburgh Steelers,1988,https://en.wikipedia.com/wiki/Dwain_Painter
Tony Dungy,Defensive Coordinator,Pittsburgh Steelers,1988,https://en.wikipedia.com/wiki/Tony_Dungy
Dennis Fitzgerald,"Special Teams,Defensive Assistant",Pittsburgh Steelers,1988,https://en.wikipedia.com/wiki/Dennis_Fitzgerald
Joe Greene,Defensive Line,Pittsburgh Steelers,1988,https://en.wikipedia.com/wiki/Joe_Greene_(American_football)
Jed Hughes,Linebackers,Pittsburgh Steelers,1988,https://en.wikipedia.com/wiki/Jed_Hughes
Walt Evans,Conditioning &Amp; Training Coach,Pittsburgh Steelers,1988,
Ralph Berlin,Trainer,Pittsburgh Steelers,1988,
Fran Feld,Trainer,Pittsburgh Steelers,1988,
Al Saunders,Head Coach,San Diego Chargers,1988,https://en.wikipedia.com/wiki/Al_Saunders
Jerry Rhome,Offensive Coordinator,San Diego Chargers,1988,https://en.wikipedia.com/wiki/Jerry_Rhome
Bobby Jackson,Running Backs,San Diego Chargers,1988,https://en.wikipedia.com/wiki/Bobby_Jackson_(American_football_coach)
Charlie Joiner,Receivers,San Diego Chargers,1988,https://en.wikipedia.com/wiki/Charlie_Joiner
Dave Levy,Tight Ends,San Diego Chargers,1988,
Jerry Wampfler,Offensive Line,San Diego Chargers,1988,https://en.wikipedia.com/wiki/Jerry_Wampfler
Ron Lynn,Defensive Coordinator,San Diego Chargers,1988,https://en.wikipedia.com/wiki/Ron_Lynn
Gunther Cunningham,Defensive Line,San Diego Chargers,1988,https://en.wikipedia.com/wiki/Gunther_Cunningham
Mike Haluchak,Linebackers,San Diego Chargers,1988,https://en.wikipedia.com/wiki/Mike_Haluchak
Wayne Sevier,Special Teams,San Diego Chargers,1988,
Neal Dahlen,Administrator Of Football Operations,San Francisco 49ers,1988,https://en.wikipedia.com/wiki/Neal_Dahlen
Bill Walsh,Head Coach,San Francisco 49ers,1988,https://en.wikipedia.com/wiki/Bill_Walsh_(American_football_coach)
Mike Holmgren,Offensive Coordinator/Quarterbacks,San Francisco 49ers,1988,https://en.wikipedia.com/wiki/Mike_Holmgren
Sherman Lewis,Running Backs,San Francisco 49ers,1988,https://en.wikipedia.com/wiki/Sherman_Lewis
Dennis Green,Wide Receivers,San Francisco 49ers,1988,https://en.wikipedia.com/wiki/Dennis_Green
Bobb McKittrick,Offensive Line,San Francisco 49ers,1988,https://en.wikipedia.com/wiki/Bobb_McKittrick
George Seifert,Defensive Coordinator,San Francisco 49ers,1988,https://en.wikipedia.com/wiki/George_Seifert
Fred von Appen,Defensive Line,San Francisco 49ers,1988,https://en.wikipedia.com/wiki/Fred_von_Appen
Bill McPherson,Linebackers,San Francisco 49ers,1988,https://en.wikipedia.com/wiki/Bill_McPherson
Ray Rhodes,Defensive Backs,San Francisco 49ers,1988,https://en.wikipedia.com/wiki/Ray_Rhodes
Tommy Hart,Defensive Assistant,San Francisco 49ers,1988,https://en.wikipedia.com/wiki/Tommy_Hart
Lynn Stiles,Special Teams,San Francisco 49ers,1988,https://en.wikipedia.com/wiki/Lynn_Stiles
Jerry Attaway,Physical Development Coordinator,San Francisco 49ers,1988,
Chuck Knox,Head Coach,Seattle Seahawks,1988,https://en.wikipedia.com/wiki/Chuck_Knox
Tom Catlin,Assistant Head Coach,Seattle Seahawks,1988,https://en.wikipedia.com/wiki/Tom_Catlin
Steve Moore,Offensive Coordinator/Receivers,Seattle Seahawks,1988,
Ken Meyer,Quarterbacks,Seattle Seahawks,1988,https://en.wikipedia.com/wiki/Ken_Meyer
Chick Harris,Offensive Backs,Seattle Seahawks,1988,https://en.wikipedia.com/w/index.php?title=Chick_Harris&amp;action=edit&amp;redlink=1
Russ Purnell,Tight Ends,Seattle Seahawks,1988,https://en.wikipedia.com/wiki/Russ_Purnell
Kent Stephenson,Offensive Line,Seattle Seahawks,1988,
Tom Catlin,Defensive Coordinator/Linebackers,Seattle Seahawks,1988,
George Dyer,Defensive Line,Seattle Seahawks,1988,
Rusty Tillman,Assistant Linebackers,Seattle Seahawks,1988,https://en.wikipedia.com/wiki/Rusty_Tillman
Ralph Hawkins,Defensive Backs,Seattle Seahawks,1988,https://en.wikipedia.com/wiki/Ralph_Hawkins_(American_football)
Joe Vitt,Special Assignments,Seattle Seahawks,1988,https://en.wikipedia.com/wiki/Joe_Vitt
Rusty Tillman,Special Teams,Seattle Seahawks,1988,
Russ Purnell,Assistant Special Teams,Seattle Seahawks,1988,
Marion Campbell,Head Coach,Atlanta Falcons,1989,https://en.wikipedia.com/wiki/Marion_Campbell
Jim Hanifan,Assistant Head Coach/Offense,Atlanta Falcons,1989,https://en.wikipedia.com/wiki/Jim_Hanifan
Rod Dowhower,Offensive Coordinator,Atlanta Falcons,1989,https://en.wikipedia.com/wiki/Rod_Dowhower
Steve Crosby,Running Backs,Atlanta Falcons,1989,https://en.wikipedia.com/wiki/Steve_Crosby
Jimmy Raye,Receivers,Atlanta Falcons,1989,https://en.wikipedia.com/wiki/Jimmy_Raye_II
Foge Fazio,Tight Ends,Atlanta Falcons,1989,https://en.wikipedia.com/wiki/Foge_Fazio
Fred Bruney,Assistant Head Coach/Defense,Atlanta Falcons,1989,https://en.wikipedia.com/wiki/Fred_Bruney
Tommy Brasher,Defensive Line,Atlanta Falcons,1989,https://en.wikipedia.com/wiki/Tommy_Brasher
Chuck Clausen,Linebackers,Atlanta Falcons,1989,
Claude Humphrey,Defensive Assistant,Atlanta Falcons,1989,https://en.wikipedia.com/wiki/Claude_Humphrey
Foge Fazio,Special Teams,Atlanta Falcons,1989,
Tim Jorgensen,Strength And Conditioning,Atlanta Falcons,1989,
Marv Levy,Head Coach,Buffalo Bills,1989,
Ted Marchibroda,Offensive Coordinator,Buffalo Bills,1989,https://en.wikipedia.com/wiki/Ted_Marchibroda
Elijah Pitts,Running Backs,Buffalo Bills,1989,https://en.wikipedia.com/wiki/Elijah_Pitts
Nick Nicolau,Receivers,Buffalo Bills,1989,https://en.wikipedia.com/wiki/Nick_Nicolau
Chuck Dickerson,Tight Ends,Buffalo Bills,1989,
Tom Bresnahan,Offensive Line,Buffalo Bills,1989,https://en.wikipedia.com/wiki/Tom_Bresnahan
Walt Corey,Defensive Coordinator/Linebackers,Buffalo Bills,1989,https://en.wikipedia.com/wiki/Walt_Corey
Ted Cottrell,Defensive Line,Buffalo Bills,1989,https://en.wikipedia.com/wiki/Ted_Cottrell
Dick Roach,Defensive Backs,Buffalo Bills,1989,
Chuck Lester,Defensive Assistant/Linebackers,Buffalo Bills,1989,
Bruce DeHaven,Special Teams,Buffalo Bills,1989,https://en.wikipedia.com/wiki/Bruce_DeHaven
Rusty Jones,Strength And Conditioning Coordinator,Buffalo Bills,1989,https://en.wikipedia.com/wiki/Rusty_Jones_(American_football_coach)
Jim Dooley,Research And Quality Control,Chicago Bears,1989,https://en.wikipedia.com/wiki/Jim_Dooley
Mike Ditka,Head Coach,Chicago Bears,1989,https://en.wikipedia.com/wiki/Mike_Ditka
Greg Landry,Offensive Coordinator,Chicago Bears,1989,https://en.wikipedia.com/wiki/Greg_Landry
Johnny Roland,Running Backs,Chicago Bears,1989,https://en.wikipedia.com/wiki/Johnny_Roland
Vic Rapp,Wide Receivers,Chicago Bears,1989,https://en.wikipedia.com/wiki/Vic_Rapp
Dick Stanfel,Offensive Line,Chicago Bears,1989,https://en.wikipedia.com/wiki/Dick_Stanfel
Vince Tobin,Defensive Coordinator,Chicago Bears,1989,https://en.wikipedia.com/wiki/Vince_Tobin
John Levra,Defensive Line,Chicago Bears,1989,https://en.wikipedia.com/wiki/John_Levra
Dave McGinnis,Linebackers,Chicago Bears,1989,https://en.wikipedia.com/wiki/Dave_McGinnis
Jim LaRue,Defensive Backs,Chicago Bears,1989,https://en.wikipedia.com/wiki/Jim_LaRue
Steve Kazor,Special Teams/Tight Ends,Chicago Bears,1989,https://en.wikipedia.com/wiki/Steve_Kazor
Sam Wyche,Head Coach,Cincinnati Bengals,1989,https://en.wikipedia.com/wiki/Sam_Wyche
Bruce Coslet,Offensive Coordinator,Cincinnati Bengals,1989,https://en.wikipedia.com/wiki/Bruce_Coslet
Jim Anderson,Running Backs,Cincinnati Bengals,1989,
Bill Johnson,Tight Ends,Cincinnati Bengals,1989,https://en.wikipedia.com/wiki/Bill_Johnson_(center)
Jim McNally,Offensive Line,Cincinnati Bengals,1989,https://en.wikipedia.com/wiki/Jim_McNally
Dick LeBeau,Defensive Coordinator/Defensive Backs,Cincinnati Bengals,1989,https://en.wikipedia.com/wiki/Dick_LeBeau
Chuck Studley,Defensive Line,Cincinnati Bengals,1989,https://en.wikipedia.com/wiki/Chuck_Studley
Dick Selcer,Linebackers,Cincinnati Bengals,1989,
Mike Stock,Special Teams,Cincinnati Bengals,1989,https://en.wikipedia.com/wiki/Mike_Stock_(American_football)
Kim Wood,Strength,Cincinnati Bengals,1989,
Bud Carson,Head Coach,Cleveland Browns,1989,https://en.wikipedia.com/wiki/Bud_Carson
Marc Trestman,Offensive Coordinator/Quarterbacks,Cleveland Browns,1989,https://en.wikipedia.com/wiki/Marc_Trestman
George Sefcik,Running Backs,Cleveland Browns,1989,https://en.wikipedia.com/wiki/George_Sefcik
Richard Mann,Receivers,Cleveland Browns,1989,
Lionel Taylor,Special Assistant–Offense/Tight Ends,Cleveland Browns,1989,https://en.wikipedia.com/wiki/Lionel_Taylor
Hal Hunter,Offensive Line,Cleveland Browns,1989,"https://en.wikipedia.com/wiki/Hal_Hunter_(American_football,_born_1934)"
Dan Radakovich,Defensive Coordinator/Linebackers,Cleveland Browns,1989,https://en.wikipedia.com/wiki/Dan_Radakovich_(American_football)
John Teerlinck,Defensive Line,Cleveland Browns,1989,https://en.wikipedia.com/wiki/John_Teerlinck
Jed Hughes,Secondary,Cleveland Browns,1989,https://en.wikipedia.com/wiki/Jed_Hughes
Paul Lanham,Special Teams Coordinator,Cleveland Browns,1989,
Stan Jones,Strength And Conditioning,Cleveland Browns,1989,https://en.wikipedia.com/wiki/Stan_Jones_(American_football)
Dan Reeves,Head Coach,Denver Broncos,1989,https://en.wikipedia.com/wiki/Dan_Reeves
Joe DeCamillis,Assistant To The Head Coach,Denver Broncos,1989,https://en.wikipedia.com/wiki/Joe_DeCamillis
Marvin Bass,Special Assistant,Denver Broncos,1989,https://en.wikipedia.com/wiki/Marvin_Bass
Chan Gailey,Offensive Coordinator/Wide Receivers,Denver Broncos,1989,https://en.wikipedia.com/wiki/Chan_Gailey
Mo Forte,Running Backs,Denver Broncos,1989,https://en.wikipedia.com/wiki/Mo_Forte
Pete Mangurian,Tight Ends/Assistant Offensive Line,Denver Broncos,1989,https://en.wikipedia.com/wiki/Pete_Mangurian
George Henshaw,Offensive Line,Denver Broncos,1989,https://en.wikipedia.com/wiki/George_Henshaw
Wade Phillips,Defensive Coordinator,Denver Broncos,1989,https://en.wikipedia.com/wiki/Wade_Phillips
Earl Leggett,Defensive Line,Denver Broncos,1989,https://en.wikipedia.com/wiki/Earl_Leggett
Charlie Waters,Defensive Backs/Secondary,Denver Broncos,1989,https://en.wikipedia.com/wiki/Charlie_Waters
Mike Nolan,Special Teams Coordinator/Linebackers,Denver Broncos,1989,https://en.wikipedia.com/wiki/Mike_Nolan
Harold Richardson,Special Teams,Denver Broncos,1989,https://en.wikipedia.com/w/index.php?title=Harold_Richardson_(American_football)&amp;action=edit&amp;redlink=1
Al Miller,Strength And Conditioning,Denver Broncos,1989,https://en.wikipedia.com/wiki/Al_Miller_(American_football)
Barney Chavous,Assistant Strength And Conditioning,Denver Broncos,1989,https://en.wikipedia.com/wiki/Barney_Chavous
"William Clay Ford, Jr.",Treasurer,Detroit Lions,1989,"https://en.wikipedia.com/wiki/William_Clay_Ford,_Jr."
Wayne Fontes,Head Coach,Detroit Lions,1989,https://en.wikipedia.com/wiki/Wayne_Fontes
Mouse Davis,Quarterbacks And Receivers,Detroit Lions,1989,https://en.wikipedia.com/wiki/Mouse_Davis
June Jones,Quarterbacks And Receivers,Detroit Lions,1989,https://en.wikipedia.com/wiki/June_Jones
Dave Levy,Running Backs,Detroit Lions,1989,
Charlie Sanders,Tight Ends,Detroit Lions,1989,https://en.wikipedia.com/wiki/Charlie_Sanders
Jerry Wampfler,Offensive Line,Detroit Lions,1989,https://en.wikipedia.com/wiki/Jerry_Wampfler
Woody Widenhofer,Defensive Coordinator/Outside Linebackers,Detroit Lions,1989,https://en.wikipedia.com/wiki/Woody_Widenhofer
Dick Modzelewski,Defensive Line,Detroit Lions,1989,https://en.wikipedia.com/wiki/Dick_Modzelewski
Herb Paterra,Inside Linebackers,Detroit Lions,1989,https://en.wikipedia.com/wiki/Herb_Paterra
Billie Matthews,Defensive Backs,Detroit Lions,1989,
Frank Gansz,Special Teams,Detroit Lions,1989,https://en.wikipedia.com/wiki/Frank_Gansz
Lindy Infante,Head Coach,Green Bay Packers,1989,https://en.wikipedia.com/wiki/Lindy_Infante
Willie Peete,Offensive Backs,Green Bay Packers,1989,
"Wayne ""Buddy"" Geis",Wide Receivers,Green Bay Packers,1989,
Virgil Knight,Tight Ends,Green Bay Packers,1989,
Charlie Davis,Offensive Line,Green Bay Packers,1989,
Joe Clark,Offensive Assistant,Green Bay Packers,1989,
Hank Bullough,Defensive Coordinator,Green Bay Packers,1989,https://en.wikipedia.com/wiki/Hank_Bullough
Greg Blache,Defensive Line,Green Bay Packers,1989,https://en.wikipedia.com/wiki/Greg_Blache
Dick Moseley,Outside Linebackers,Green Bay Packers,1989,
Dick Jauron,Defensive Backs,Green Bay Packers,1989,https://en.wikipedia.com/wiki/Dick_Jauron
Howard Tippett,Special Teams,Green Bay Packers,1989,
Virgil Knight,Strength And Conditioning,Green Bay Packers,1989,
Jerry Glanville,Head Coach,Houston Oilers,1989,https://en.wikipedia.com/wiki/Jerry_Glanville
Kevin Gilbride,Quarterbacks,Houston Oilers,1989,https://en.wikipedia.com/wiki/Kevin_Gilbride
Frank Novak,Running Backs,Houston Oilers,1989,https://en.wikipedia.com/wiki/Frank_Novak_(American_football)
Ray Sherman,Receivers,Houston Oilers,1989,https://en.wikipedia.com/wiki/Ray_Sherman
Richard Smith,Tight Ends,Houston Oilers,1989,https://en.wikipedia.com/wiki/Richard_Smith_(American_football_coach)
Kim Helton,Offensive Line,Houston Oilers,1989,https://en.wikipedia.com/wiki/Kim_Helton
Doug Shively,Defensive Line,Houston Oilers,1989,https://en.wikipedia.com/wiki/Doug_Shively
Floyd Reese,Linebackers,Houston Oilers,1989,https://en.wikipedia.com/wiki/Floyd_Reese
Nick Saban,Secondary,Houston Oilers,1989,https://en.wikipedia.com/wiki/Nick_Saban
Richard Smith,Special Teams,Houston Oilers,1989,https://en.wikipedia.com/wiki/Richard_Smith_(American_football_coach)
Steve Watterson,Strength And Rehabilitation,Houston Oilers,1989,
Ron Meyer,Head Coach,Indianapolis Colts,1989,https://en.wikipedia.com/wiki/Ron_Meyer
Larry Kennan,Offensive Coordinator,Indianapolis Colts,1989,https://en.wikipedia.com/wiki/Larry_Kennan
Leon Burtnett,Running Backs,Indianapolis Colts,1989,https://en.wikipedia.com/wiki/Leon_Burtnett
Milt Jackson,Receivers,Indianapolis Colts,1989,
Dante Scarnecchia,Offensive Line,Indianapolis Colts,1989,https://en.wikipedia.com/wiki/Dante_Scarnecchia
Greg Briner,Offensive Assistant,Indianapolis Colts,1989,
Bill Muir,Defensive Coordinator,Indianapolis Colts,1989,https://en.wikipedia.com/wiki/Bill_Muir
Rick Venturi,Linebackers,Indianapolis Colts,1989,https://en.wikipedia.com/wiki/Rick_Venturi
George Catavolos,Secondary,Indianapolis Colts,1989,https://en.wikipedia.com/wiki/George_Catavolos
Brad Seely,Special Teams,Indianapolis Colts,1989,https://en.wikipedia.com/wiki/Brad_Seely
Tom Zupancic,Strength And Conditioning,Indianapolis Colts,1989,
Marty Schottenheimer,Head Coach,Kansas City Chiefs,1989,https://en.wikipedia.com/wiki/Marty_Schottenheimer
Joe Pendry,Offensive Coordinator,Kansas City Chiefs,1989,https://en.wikipedia.com/wiki/Joe_Pendry
Bruce Arians,Running Backs,Kansas City Chiefs,1989,https://en.wikipedia.com/wiki/Bruce_Arians
Al Saunders,Wide Receivers,Kansas City Chiefs,1989,https://en.wikipedia.com/wiki/Al_Saunders
Howard Mudd,Offensive Line,Kansas City Chiefs,1989,https://en.wikipedia.com/wiki/Howard_Mudd
Jim Erkenbeck,Offense/Tight Ends,Kansas City Chiefs,1989,https://en.wikipedia.com/w/index.php?title=Jim_Erkenbeck&amp;action=edit&amp;redlink=1
Bill Cowher,Defensive Coordinator/Linebackers,Kansas City Chiefs,1989,https://en.wikipedia.com/wiki/Bill_Cowher
Tom Pratt,Defensive Line,Kansas City Chiefs,1989,https://en.wikipedia.com/wiki/Tom_Pratt_(American_football)
Tony Dungy,Defensive Backs,Kansas City Chiefs,1989,https://en.wikipedia.com/wiki/Tony_Dungy
Darvin Wallis,Special Assistant/Quality Control,Kansas City Chiefs,1989,https://en.wikipedia.com/w/index.php?title=Darvin_Wallis&amp;action=edit&amp;redlink=1
Kurt Schottenheimer,Special Teams,Kansas City Chiefs,1989,https://en.wikipedia.com/wiki/Kurt_Schottenheimer
Dave Redding,Strength And Conditioning,Kansas City Chiefs,1989,https://en.wikipedia.com/wiki/Dave_Redding
Russ Ball,Assistant Strength And Conditioning,Kansas City Chiefs,1989,https://en.wikipedia.com/wiki/Russ_Ball
Mike Shanahan,Head Coach,Los Angeles Raiders,1989,https://en.wikipedia.com/wiki/Mike_Shanahan
Alex Gibbs,Assistant Head Coach,Los Angeles Raiders,1989,https://en.wikipedia.com/wiki/Alex_Gibbs
Tom Walsh,Quarterbacks,Los Angeles Raiders,1989,https://en.wikipedia.com/wiki/Tom_Walsh_(American_football)
Joe Scannella,Offensive Backs,Los Angeles Raiders,1989,https://en.wikipedia.com/wiki/Joe_Scannella
Fred Biletnikoff,Wide Receivers,Los Angeles Raiders,1989,https://en.wikipedia.com/wiki/Fred_Biletnikoff
Terry Robiskie,Tight Ends,Los Angeles Raiders,1989,https://en.wikipedia.com/wiki/Terry_Robiskie
Art Shell,Offensive Line,Los Angeles Raiders,1989,https://en.wikipedia.com/wiki/Art_Shell
Dave Adolph,Defense/Linebackers,Los Angeles Raiders,1989,https://en.wikipedia.com/wiki/Dave_Adolph
Bill Urbanik,Defensive Line,Los Angeles Raiders,1989,
Sam Gruneisen,Linebackers,Los Angeles Raiders,1989,https://en.wikipedia.com/wiki/Sam_Gruneisen
Jack Stanton,Defensive Backs,Los Angeles Raiders,1989,
Pete Rodriguez,Special Teams,Los Angeles Raiders,1989,https://en.wikipedia.com/wiki/Pete_Rodriguez_(American_football)
John Dunn,Strength And Conditioning,Los Angeles Raiders,1989,
Don Shula,Head Coach,Miami Dolphins,1989,
John Sandusky,Assistant Head Coach,Miami Dolphins,1989,https://en.wikipedia.com/wiki/John_Sandusky
Gary Stevens,Quarterbacks/Pass Offense,Miami Dolphins,1989,https://en.wikipedia.com/wiki/Gary_Stevens_(American_football)
Carl Taseff,Offensive Backs,Miami Dolphins,1989,https://en.wikipedia.com/wiki/Carl_Taseff
Larry Seiple,Receivers,Miami Dolphins,1989,https://en.wikipedia.com/wiki/Larry_Seiple
John Sandusky,Offensive Line,Miami Dolphins,1989,
Mike Westhoff,Assistant Offensive Line,Miami Dolphins,1989,https://en.wikipedia.com/wiki/Mike_Westhoff
Tony Nathan,Coaches Assistant,Miami Dolphins,1989,https://en.wikipedia.com/wiki/Tony_Nathan
Tom Olivadotti,Defense,Miami Dolphins,1989,https://en.wikipedia.com/wiki/Tom_Olivadotti
Dan Sekanovich,Defensive Line,Miami Dolphins,1989,
George Hill,Linebackers,Miami Dolphins,1989,https://en.wikipedia.com/wiki/George_Hill_(American_football)
Mel Phillips,Defensive Backs,Miami Dolphins,1989,https://en.wikipedia.com/wiki/Mel_Phillips
Mike Westhoff,Special Teams,Miami Dolphins,1989,
Junior Wade,Strength And Conditioning,Miami Dolphins,1989,
Mike Lynn,General Manager,Minnesota Vikings,1989,
Jerry Burns,Head Coach,Minnesota Vikings,1989,https://en.wikipedia.com/wiki/Jerry_Burns
Bob Schnelker,Offensive Coordinator,Minnesota Vikings,1989,https://en.wikipedia.com/wiki/Bob_Schnelker
Dick Rehbein,Assistant Offensive Coordinator/Passing Game,Minnesota Vikings,1989,https://en.wikipedia.com/wiki/Dick_Rehbein
John Brunner,Running Backs,Minnesota Vikings,1989,
Jerry Brown,Receivers,Minnesota Vikings,1989,
Tom Batta,Tight Ends,Minnesota Vikings,1989,
John Michels,Offensive Line,Minnesota Vikings,1989,https://en.wikipedia.com/wiki/John_Michels_(guard)
Floyd Peters,Defensive Coordinator,Minnesota Vikings,1989,https://en.wikipedia.com/wiki/Floyd_Peters
Paul Wiggin,Defensive Line,Minnesota Vikings,1989,https://en.wikipedia.com/wiki/Paul_Wiggin
Monte Kiffin,Linebackers,Minnesota Vikings,1989,https://en.wikipedia.com/wiki/Monte_Kiffin
Pete Carroll,Defensive Backs,Minnesota Vikings,1989,https://en.wikipedia.com/wiki/Pete_Carroll
Tom Batta,Special Teams,Minnesota Vikings,1989,
Raymond Berry,Head Coach,New England Patriots,1989,https://en.wikipedia.com/wiki/Raymond_Berry
John Polonchek,Special Assistant To Head Coach,New England Patriots,1989,
Dick Wood,Quarterbacks,New England Patriots,1989,https://en.wikipedia.com/wiki/Dick_Wood
Bobby Grier,Offensive Backfield,New England Patriots,1989,https://en.wikipedia.com/w/index.php?title=Bobby_Grier_(American_football_coach)&amp;action=edit&amp;redlink=1
Harold Jackson,Receivers,New England Patriots,1989,https://en.wikipedia.com/wiki/Harold_Jackson_(American_football)
