name,team,year,position,phase,level,win,loss,tie
Kevin Ross,Arizona Cardinals,2017,Cornerbacks,Defense,Positional,8.0,8.0,0.0
Mike Chiurco,Arizona Cardinals,2017,Defensive Backs/Defensive Assistant,Defense,Positional,8.0,8.0,0.0
Tom Pratt,Arizona Cardinals,2017,Pass Rush Specialist,Defense,,8.0,8.0,0.0
Anthony Blevins,Arizona Cardinals,2017,Assistant Special Teams,Special Teams,Coordinator,8.0,8.0,0.0
Buddy Morris,Arizona Cardinals,2017,Strength And Conditioning,,,8.0,8.0,0.0
Roger Kingdom,Arizona Cardinals,2017,Assistant Strength And Conditioning,,Positional,8.0,8.0,0.0
Steve Scarnecchia,Atlanta Falcons,2017,Assistant Head Coach,Head,Head,10.0,6.0,0.0
Bush Hamdan,Atlanta Falcons,2017,Quarterbacks,Offense,Positional,10.0,6.0,0.0
Keith Carter,Atlanta Falcons,2017,Running Backs,Offense,Positional,10.0,6.0,0.0
Wade Harman,Atlanta Falcons,2017,Tight Ends,Offense,Positional,10.0,6.0,0.0
Chris Morgan,Atlanta Falcons,2017,Offensive Line,Offense,Positional,10.0,6.0,0.0
Kyle Flood,Atlanta Falcons,2017,Assistant Offensive Line,Offense,Positional,10.0,6.0,0.0
Dave Brock,Atlanta Falcons,2017,Offensive Assistant,Offense,Positional,10.0,6.0,0.0
Charlie Weis Jr,Atlanta Falcons,2017,Offensive Assistant,Offense,Positional,10.0,6.0,0.0
Justin Outten,Atlanta Falcons,2017,Offensive Assistant,Offense,Positional,10.0,6.0,0.0
Bryant Young,Atlanta Falcons,2017,Defensive Line,Defense,Positional,10.0,6.0,0.0
Jeff Ulbrich,Atlanta Falcons,2017,Linebackers,Defense,Positional,10.0,6.0,0.0
Doug Mallory,Atlanta Falcons,2017,Secondary,Defense,Positional,10.0,6.0,0.0
Charlie Jackson,Atlanta Falcons,2017,Defensive Assistant,Defense,Positional,10.0,6.0,0.0
Jess Simpson,Atlanta Falcons,2017,Defensive Assistant,Defense,Positional,10.0,6.0,0.0
Eric Sutulovich,Atlanta Falcons,2017,Assistant Special Teams,Special Teams,Coordinator,10.0,6.0,0.0
Lance Schulters,Atlanta Falcons,2017,Special Teams Intern,Special Teams,Coordinator,10.0,6.0,0.0
Jesse Ackerman,Atlanta Falcons,2017,Head Strength And Conditioning,Head,Head,10.0,6.0,0.0
Jonas Beauchemin,Atlanta Falcons,2017,Assistant Strength And Conditioning,,Positional,10.0,6.0,0.0
Thomas Hammock,Baltimore Ravens,2017,Running Backs,Offense,Positional,9.0,7.0,0.0
Bobby Engram,Baltimore Ravens,2017,Wide Receivers,Offense,Positional,9.0,7.0,0.0
Joe D'Alessandris,Baltimore Ravens,2017,Offensive Line,Offense,Positional,9.0,7.0,0.0
Richard Angulo,Baltimore Ravens,2017,Assistant Offensive Line,Offense,Positional,9.0,7.0,0.0
Craig Ver Steeg,Baltimore Ravens,2017,Quarterbacks/Offensive Assistant,Offense,Positional,9.0,7.0,0.0
Andy Bischoff,Baltimore Ravens,2017,Offensive Assistant,Offense,Positional,9.0,7.0,0.0
Matt Weiss,Baltimore Ravens,2017,Offensive Assistant,Offense,Positional,9.0,7.0,0.0
Joe Cullen,Baltimore Ravens,2017,Defensive Line,Defense,Positional,9.0,7.0,0.0
Drew Wilkins,Baltimore Ravens,2017,Assistant Defensive Line,Defense,Positional,9.0,7.0,0.0
Mike Macdonald,Baltimore Ravens,2017,Defensive Backs,Defense,Positional,9.0,7.0,0.0
Chris Hewitt,Baltimore Ravens,2017,Secondary,Defense,Positional,9.0,7.0,0.0
Chris Horton,Baltimore Ravens,2017,Assistant Special Teams,Special Teams,Coordinator,9.0,7.0,0.0
Juney Barnett,Baltimore Ravens,2017,Strength And Conditioning,,,9.0,7.0,0.0
Steve Saunders,Baltimore Ravens,2017,Performance Coach,,,9.0,7.0,0.0
David Culley,Buffalo Bills,2017,Quarterbacks,Offense,Positional,9.0,7.0,0.0
Kelly Skipper,Buffalo Bills,2017,Running Backs,Offense,Positional,9.0,7.0,0.0
Phil McGeoghan,Buffalo Bills,2017,Wide Receivers,Offense,Positional,9.0,7.0,0.0
Andrew Dees,Buffalo Bills,2017,Assistant Offensive Line,Offense,Positional,9.0,7.0,0.0
Chad Hall,Buffalo Bills,2017,Offensive Assistant,Offense,Positional,9.0,7.0,0.0
Marc Lubick,Buffalo Bills,2017,Offensive Quality Control/Assistant Quarterbacks,Offense,Positional,9.0,7.0,0.0
Mike Waufle,Buffalo Bills,2017,Defensive Line,Defense,Positional,9.0,7.0,0.0
Bill Teerlinck,Buffalo Bills,2017,Assistant Defensive Line,Defense,Positional,9.0,7.0,0.0
Gill Byrd,Buffalo Bills,2017,Defensive Backs,Defense,Positional,9.0,7.0,0.0
Bobby Babich,Buffalo Bills,2017,Assistant Defensive Backs,Defense,Positional,9.0,7.0,0.0
Jim Salgado,Buffalo Bills,2017,Defensive Assistant,Defense,Positional,9.0,7.0,0.0
John Egorugwu,Buffalo Bills,2017,Defensive Quality Control,Defense,Positional,9.0,7.0,0.0
Danny Crossman,Buffalo Bills,2017,Special Teams,Special Teams,Coordinator,9.0,7.0,0.0
Matt Smiley,Buffalo Bills,2017,Assistant Special Teams,Special Teams,Coordinator,9.0,7.0,0.0
Eric Ciano,Buffalo Bills,2017,Head Strength And Conditioning,Head,Head,9.0,7.0,0.0
Hal Luther,Buffalo Bills,2017,Assistant Head Strength And Conditioning,Head,Head,9.0,7.0,0.0
Jason Oszvart,Buffalo Bills,2017,Strength And Conditioning Assistant,,Positional,9.0,7.0,0.0
Mark Loecher,Buffalo Bills,2017,Strength And Conditioning Assistant,,Positional,9.0,7.0,0.0
Ken Dorsey,Carolina Panthers,2017,Quarterbacks,Offense,Positional,11.0,5.0,0.0
Cameron Turner,Carolina Panthers,2017,Assistant Quarterbacks,Offense,Positional,11.0,5.0,0.0
Lance Taylor,Carolina Panthers,2017,Wide Receivers,Offense,Positional,11.0,5.0,0.0
Jerricho Cotchery,Carolina Panthers,2017,Assistant Wide Receivers,Offense,Positional,11.0,5.0,0.0
Pete Hoener,Carolina Panthers,2017,Tight Ends,Offense,Positional,11.0,5.0,0.0
Ray Brown,Carolina Panthers,2017,Offensive Line,Offense,Positional,11.0,5.0,0.0
Sam Mills III,Carolina Panthers,2017,Assistant Defensive Line,Defense,Positional,11.0,5.0,0.0
Curtis Fuller,Carolina Panthers,2017,Secondary,Defense,Positional,11.0,5.0,0.0
Jeff Imamura,Carolina Panthers,2017,Defensive Backs/Nickels,Defense,Positional,11.0,5.0,0.0
Richard Rodgers,Carolina Panthers,2017,Safeties/Assistant Defensive Backs,Defense,Positional,11.0,5.0,0.0
Chase Blackburn,Carolina Panthers,2017,Assistant Special Teams,Special Teams,Coordinator,11.0,5.0,0.0
Joe Kenn,Carolina Panthers,2017,Strength And Conditioning,,,11.0,5.0,0.0
Dave Ragone,Chicago Bears,2017,Quarterbacks,Offense,Positional,5.0,11.0,0.0
Zach Azzanni,Chicago Bears,2017,Wide Receivers,Offense,Positional,5.0,11.0,0.0
Frank Smith,Chicago Bears,2017,Tight Ends,Offense,Positional,5.0,11.0,0.0
Jeremiah Washburn,Chicago Bears,2017,Offensive Line,Offense,Positional,5.0,11.0,0.0
Ben Wilkerson,Chicago Bears,2017,Assistant Offensive Line,Offense,Positional,5.0,11.0,0.0
Ben McDaniels,Chicago Bears,2017,Offensive Assistant,Offense,Positional,5.0,11.0,0.0
John Dunn,Chicago Bears,2017,Offensive Assistant,Offense,Positional,5.0,11.0,0.0
Jay Rodgers,Chicago Bears,2017,Defensive Line,Defense,Positional,5.0,11.0,0.0
Glenn Pires,Chicago Bears,2017,Inside Linebackers,Defense,Positional,5.0,11.0,0.0
Brandon Staley,Chicago Bears,2017,Outside Linebackers,Defense,Positional,5.0,11.0,0.0
Roy Anderson,Chicago Bears,2017,Assistant Defensive Backs,Defense,Positional,5.0,11.0,0.0
Sean Desai,Chicago Bears,2017,Defensive Quality Control,Defense,Positional,5.0,11.0,0.0
Derius Swinton II,Chicago Bears,2017,Assistant Special Teams,Special Teams,Coordinator,5.0,11.0,0.0
Jason George,Chicago Bears,2017,Strength And Conditioning,,,5.0,11.0,0.0
Rick Perry,Chicago Bears,2017,Assistant Strength And Conditioning,,Positional,5.0,11.0,0.0
Pierre Ngo,Chicago Bears,2017,Assistant Strength And Conditioning,,Positional,5.0,11.0,0.0
